Year,Month,Day,MinTemp,MaxTemp,Precipitation,ReferenceET
2019,1,1,-4.25,1.85,0.23,0.633321900866845
2019,1,2,-4.87,2.43,0.0,0.6942863899645785
2019,1,3,-7.55,2.77,0.0,0.7699913256033702
2019,1,4,-6.9,2.8,0.0,0.7658932649096085
2019,1,5,-5.02,2.2,0.0,0.6904209487887124
2019,1,6,-6.32,2.74,0.0,0.7587360133971983
2019,1,7,-4.71,4.3,0.0,0.8353301386675854
2019,1,8,-4.6,3.51,0.0,0.7809144158178685
2019,1,9,-7.78,-0.92,0.0,0.5626420819640935
2019,1,10,-3.81,3.27,0.01,0.7488801452610514
2019,1,11,-3.12,6.08,0.52,0.9440053433050428
2019,1,12,-1.41,6.56,1.7,0.9337950007629798
2019,1,13,-2.28,5.92,0.0,0.9174261018096722
2019,1,14,-2.92,4.67,0.0,0.8452277719050303
2019,1,15,-4.5,5.79,0.17,0.978114984082438
2019,1,16,-7.11,0.15,0.0,0.6419598488568447
2019,1,17,-2.47,4.01,0.0,0.7917134095902433
2019,1,18,-2.56,5.84,0.0,0.9500643367514796
2019,1,19,-0.62,7.75,0.46,1.049554666186327
2019,1,20,-3.44,2.41,0.1,0.7149574636987548
2019,1,21,-3.5,5.12,0.0,0.9412278344424672
2019,1,22,-0.79,7.18,0.0,1.028649356616801
2019,1,23,-2.82,7.54,0.0,1.1347057230304167
2019,1,24,-3.31,5.35,0.0,0.9759827382177848
2019,1,25,-3.19,4.38,0.0,0.8989167955450659
2019,1,26,-5.05,1.73,0.0,0.7524073692834129
2019,1,27,-6.27,4.26,0.03,0.983657070675798
2019,1,28,-3.39,4.85,0.55,0.9679493481486162
2019,1,29,-3.65,5.29,0.0,1.021580554069232
2019,1,30,-1.15,7.15,0.18,1.1088707221958654
2019,1,31,-4.53,0.52,3.85,0.6624289342063058
2019,2,1,-3.74,3.14,0.0,0.8566555684225713
2019,2,2,-2.27,7.19,0.81,1.1729860136532857
2019,2,3,2.85,9.69,17.1,1.1953128236865993
2019,2,4,-3.76,4.95,0.0,1.0398939769615854
2019,2,5,-1.75,9.4,0.0,1.3954267707442056
2019,2,6,0.62,11.49,0.0,1.5334477967170344
2019,2,7,-5.72,3.34,0.02,0.9835474324404406
2019,2,8,-6.72,0.68,0.0,0.7981079452413211
2019,2,9,-5.09,-0.27,0.0,0.6649315742001994
2019,2,10,-6.37,-0.81,0.0,0.6773007603141766
2019,2,11,-6.79,2.32,0.0,0.9583466395183612
2019,2,12,-4.56,3.72,0.01,1.0295724993985087
2019,2,13,-3.65,3.6,0.0,0.994396251855534
2019,2,14,-3.52,4.88,0.0,1.1231048826313137
2019,2,15,-1.23,5.09,0.22,1.0497090958298003
2019,2,16,-3.45,2.05,0.1,0.8565842536071868
2019,2,17,-3.99,4.1,0.0,1.094809684709964
2019,2,18,-2.43,3.63,3.64,0.9855328308890374
2019,2,19,-2.08,3.67,14.19,0.9791700026399446
2019,2,20,-1.61,5.28,0.02,1.142289566410071
2019,2,21,-3.0,6.59,0.0,1.3573528415625369
2019,2,22,-1.73,6.98,0.0,1.3608328789409758
2019,2,23,-1.49,11.93,0.0,1.921329724746904
2019,2,24,-0.35,12.01,0.0,1.9101586896541856
2019,2,25,-1.69,10.18,0.0,1.762365378533905
2019,2,26,-2.72,10.24,0.0,1.817447889585125
2019,2,27,1.39,11.35,0.16,1.8024030531698636
